"2016-11-18 09:47:05,477",I,R,Rule,Input size,Input area,Automaton size,Concat before,Estimator,Training sets,Testing sets,Distractor period,Points,R1 successful,R1 wrong bits,R2 successful,R2 wrong bits
"2016-11-18 10:03:06,265",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:03:09,999",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:03:13,826",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,13,20,21,11
"2016-11-18 10:03:17,436",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:03:20,986",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,28,4,28,4
"2016-11-18 10:03:24,620",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-18 10:03:28,456",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:03:32,088",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,20,12,28,4
"2016-11-18 10:03:35,657",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,21,12,27,5
"2016-11-18 10:03:39,210",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,29,3,30,2
"2016-11-18 10:03:42,866",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:03:46,561",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,64,8,32
"2016-11-18 10:03:50,261",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-18 10:03:53,909",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,22,10,30,2
"2016-11-18 10:03:57,674",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,5,49,24,8
"2016-11-18 10:04:01,297",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,17,16,17
"2016-11-18 10:04:04,890",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:04:08,670",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,8,20,12
"2016-11-18 10:04:12,482",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,27,5,27,5
"2016-11-18 10:04:16,479",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,65,6,36
"2016-11-18 10:04:20,118",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,21,15,32,0
"2016-11-18 10:04:23,837",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:04:27,585",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:04:31,292",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,6,42,21,14
"2016-11-18 10:04:34,907",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,26,6,28,4
"2016-11-18 10:04:38,648",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,13,19,30,2
"2016-11-18 10:04:42,363",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:04:45,947",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,18,14,20,12
"2016-11-18 10:04:49,542",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:04:53,206",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:04:56,745",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,15,17
"2016-11-18 10:05:00,729",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,11,26,21,13
"2016-11-18 10:05:04,293",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,128,2,54
"2016-11-18 10:05:07,951",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,8,32,32,0
"2016-11-18 10:05:11,696",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,29,3,29,3
"2016-11-18 10:05:15,419",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,12,20
"2016-11-18 10:05:19,088",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:05:22,670",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,18,17,30,2
"2016-11-18 10:05:26,260",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:05:29,992",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,27,6,27,6
"2016-11-18 10:05:33,561",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:05:37,177",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,8,32,32,0
"2016-11-18 10:05:41,004",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-18 10:05:44,836",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:05:48,456",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:05:52,233",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,23,28,4
"2016-11-18 10:05:55,868",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:05:59,484",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,25,7,27,5
"2016-11-18 10:06:03,191",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,28,4,28,4
"2016-11-18 10:06:06,974",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:06:10,803",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,25,7,27,5
"2016-11-18 10:06:14,578",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,64,9,29
"2016-11-18 10:06:18,321",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,17,21,11
"2016-11-18 10:06:21,897",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,22,10,22,10
"2016-11-18 10:06:25,387",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-18 10:06:29,025",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,14,21,20,12
"2016-11-18 10:06:32,804",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,21,11,21,11
"2016-11-18 10:06:36,467",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,42,20,14
"2016-11-18 10:06:40,241",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,20,14,24,9
"2016-11-18 10:06:43,888",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:06:47,397",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:06:50,959",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,25,7,25,7
"2016-11-18 10:06:54,651",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:06:58,347",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,26,6,26,6
"2016-11-18 10:07:02,166",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,28,4,28,4
"2016-11-18 10:07:05,911",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,15,17
"2016-11-18 10:07:09,525",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,19,27,5
"2016-11-18 10:07:13,176",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,30,2,32,0
"2016-11-18 10:07:16,997",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:07:20,757",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:07:24,597",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,11,26,22,12
"2016-11-18 10:07:28,364",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,27,5,32,0
"2016-11-18 10:07:32,145",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:07:35,717",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,57,8,30
"2016-11-18 10:07:39,368",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:07:43,096",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:07:46,746",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,12,24,12,24
"2016-11-18 10:07:50,532",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:07:54,291",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,20,28,4
"2016-11-18 10:07:57,874",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:08:01,459",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,29,3,29,3
"2016-11-18 10:08:04,990",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,15,18,18,14
"2016-11-18 10:08:08,823",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,14,20,28,4
"2016-11-18 10:08:12,568",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:08:16,632",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,21,11,22,10
"2016-11-18 10:08:20,199",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-18 10:08:23,787",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:08:27,385",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:08:30,984",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:08:34,715",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,6,26,22,10
"2016-11-18 10:08:38,482",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,9,31,19,13
"2016-11-18 10:08:42,085",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,64,8,32
"2016-11-18 10:08:45,800",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:08:49,542",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,23,9,30,2
"2016-11-18 10:08:53,488",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,8,23,9
"2016-11-18 10:08:57,408",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,19,18,16
"2016-11-18 10:09:01,207",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,118,9,39
"2016-11-18 10:09:05,311",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,1,31,11,21
"2016-11-18 10:09:09,123",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,8,34,30,4
"2016-11-18 10:09:12,793",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,19,13,21,11
"2016-11-18 10:09:16,609",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:09:20,514",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-18 10:09:24,133",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,6,32,10,31
"2016-11-18 10:09:27,771",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,91,13,24
"2016-11-18 10:09:31,366",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,23,9,24,8
"2016-11-18 10:09:35,038",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,20,12,27,5
"2016-11-18 10:09:38,631",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:09:42,485",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,19,13,29,3
"2016-11-18 10:09:46,078",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:09:49,645",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-18 10:09:53,160",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,7,36,12,25
"2016-11-18 10:09:56,944",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,29,3,30,2
"2016-11-18 10:10:00,586",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,15,20,12
"2016-11-18 10:10:04,188",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,12,27,12,25
"2016-11-18 10:10:07,900",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,13,19
"2016-11-18 10:10:11,565",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-18 10:10:15,259",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:10:18,991",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,4,48,32,0
"2016-11-18 10:10:22,645",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:10:26,450",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:10:29,980",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,19,13,29,3
"2016-11-18 10:10:33,673",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:10:37,273",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:10:41,058",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,27,5,31,1
"2016-11-18 10:10:44,622",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,28,4,30,2
"2016-11-18 10:10:48,322",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,129,6,43
"2016-11-18 10:10:52,085",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:10:55,748",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:10:59,326",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:11:03,356",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,8,32,32,0
"2016-11-18 10:11:07,053",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,31,1
"2016-11-18 10:11:10,688",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,14,18
"2016-11-18 10:11:14,392",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,33,20,12
"2016-11-18 10:11:18,076",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:11:21,631",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,58,22,12
"2016-11-18 10:11:25,202",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-18 10:11:28,959",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:11:32,485",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,8,25,7
"2016-11-18 10:11:36,080",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,20,18,16
"2016-11-18 10:11:39,576",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,9,27,14,24
"2016-11-18 10:11:43,227",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,22,10,27,5
"2016-11-18 10:11:47,073",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,15,20,20,13
"2016-11-18 10:11:51,218",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:11:54,905",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,28,4,28,4
"2016-11-18 10:11:58,684",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,26,6,29,3
"2016-11-18 10:12:02,535",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,12,24,22,12
"2016-11-18 10:12:06,301",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,14,21,21,11
"2016-11-18 10:12:09,752",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:12:13,373",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,8,28,4
"2016-11-18 10:12:17,205",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:12:20,799",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:12:24,574",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:12:28,538",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,20,12,28,4
"2016-11-18 10:12:32,244",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,26,6,27,5
"2016-11-18 10:12:35,872",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:12:39,603",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:12:43,189",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:12:46,842",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:12:50,514",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,4,48,1,60
"2016-11-18 10:12:54,351",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,27,5,29,3
"2016-11-18 10:12:58,440",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:13:02,245",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,31,18,14
"2016-11-18 10:13:05,825",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:13:09,365",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,29,3,29,3
"2016-11-18 10:13:13,179",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,14,35,14,35
"2016-11-18 10:13:16,749",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,11,28,26,9
"2016-11-18 10:13:20,390",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:13:23,975",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:13:27,705",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:13:31,403",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,27,5,28,4
"2016-11-18 10:13:35,148",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:13:38,784",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:13:42,625",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,14,18,20,12
"2016-11-18 10:13:46,181",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,14,18
"2016-11-18 10:13:50,011",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,10,25,14,21
"2016-11-18 10:13:53,612",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,64,10,29
"2016-11-18 10:13:57,283",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,74,18,16
"2016-11-18 10:14:00,917",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,8,32,32,0
"2016-11-18 10:14:04,698",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:14:08,354",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:14:11,973",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:14:15,603",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,8,32,2,41
"2016-11-18 10:14:19,467",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,11,27,27,5
"2016-11-18 10:14:23,365",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:14:27,251",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,22,10,30,2
"2016-11-18 10:14:31,067",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,7,48,24,9
"2016-11-18 10:14:34,888",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,16,16,16,16
"2016-11-18 10:14:38,784",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,9,25,31,1
"2016-11-18 10:14:42,524",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,29,3,32,0
"2016-11-18 10:14:46,164",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,12,20,16,16
"2016-11-18 10:14:49,715",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,10,34,4,39
"2016-11-18 10:14:53,383",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,12,21,29,3
"2016-11-18 10:14:57,440",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,21,11,27,5
"2016-11-18 10:15:01,115",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:15:04,899",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:15:08,527",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,25,7,27,5
"2016-11-18 10:15:12,166",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,15,17,31,2
"2016-11-18 10:15:15,815",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,17,22,12
"2016-11-18 10:15:19,494",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,65,8,31
"2016-11-18 10:15:23,130",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:15:26,946",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,64,8,32
"2016-11-18 10:15:30,520",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,21,11,30,2
"2016-11-18 10:15:34,253",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:15:37,903",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,21,11,32,0
"2016-11-18 10:15:41,890",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,15,33,31,1
"2016-11-18 10:15:45,458",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,8,27,5
"2016-11-18 10:15:49,581",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,29,3,30,2
"2016-11-18 10:15:53,195",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,26,6,30,2
"2016-11-18 10:15:56,900",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,71,10,29
"2016-11-18 10:16:00,712",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,27,5,28,4
"2016-11-18 10:16:04,323",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,31,1,31,1
"2016-11-18 10:16:07,983",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:16:11,526",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,27,5,27,5
"2016-11-18 10:16:15,164",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,82,17,17
"2016-11-18 10:16:18,948",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:16:22,580",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,64,8,32
"2016-11-18 10:16:26,479",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:16:30,212",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,19,13,19,13
"2016-11-18 10:16:33,864",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,150,3,55
"2016-11-18 10:16:37,514",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,8,30,2
"2016-11-18 10:16:41,074",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:16:44,841",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:16:48,557",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,17,26,7
"2016-11-18 10:16:52,079",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,129,5,47
"2016-11-18 10:16:55,713",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:16:59,420",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:17:03,139",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,8,24,8
"2016-11-18 10:17:06,887",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,19,13,31,1
"2016-11-18 10:17:10,745",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:17:14,298",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,7,30,19,15
"2016-11-18 10:17:17,976",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,22,10,26,6
"2016-11-18 10:17:21,499",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,26,6,26,6
"2016-11-18 10:17:25,377",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,29,3,29,3
"2016-11-18 10:17:29,084",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,30,2
"2016-11-18 10:17:33,674",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,30,2,32,0
"2016-11-18 10:17:37,298",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,8,24,24,8
"2016-11-18 10:17:41,075",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,11,28,29,3
"2016-11-18 10:17:44,777",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,24,8,25,7
"2016-11-18 10:17:48,483",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,21,11,28,4
"2016-11-18 10:17:52,185",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,21,13,24,8
"2016-11-18 10:17:55,801",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,6,42,11,42
"2016-11-18 10:17:59,512",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,22,10,25,7
"2016-11-18 10:18:03,295",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,51,6,36
"2016-11-18 10:18:07,057",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,131,10,37
"2016-11-18 10:18:10,684",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,12,22,20,13
"2016-11-18 10:18:14,314",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,20,12,26,6
"2016-11-18 10:18:17,812",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:18:21,565",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,30,2,31,1
"2016-11-18 10:18:25,288",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,15,21,31,1
"2016-11-18 10:18:29,423",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:18:33,341",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:18:37,123",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,3,50,13,22
"2016-11-18 10:18:40,957",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,17,15,31,1
"2016-11-18 10:18:46,203",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:18:50,551",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:18:54,236",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,16,16,32,0
"2016-11-18 10:18:57,843",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,26,6,26,6
"2016-11-18 10:19:01,961",4,4,90,4,40,40,True,LinearRegression,32,32,200,1,32,0,32,0
"2016-11-18 10:19:05,644",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,29,3,29,3
"2016-11-18 10:19:09,415",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,28,4,28,4
"2016-11-18 10:19:13,021",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,0,64,7,33
"2016-11-18 10:19:16,833",4,4,90,4,40,40,True,LinearRegression,32,32,200,0,18,14,25,7
